scene_id,image_id,target_name,target_candidate_count,integrated_candidate_count,candidate_count_difference,target_top_instance,integrated_top_matched_instance,target_top_score,integrated_top_target_score,integrated_top_score,integrated_top_part_id,integrated_top_iou,top1_match,target_top1_in_integrated_top3,integrated_top1_in_target_top3,integrated_top1_in_target_top5,top3_overlap_count,top3_overlap_fraction,top5_overlap_count,top5_overlap_fraction,predicted_rank_of_target_top,reciprocal_rank,ndcg_at_3,ndcg_at_5,regret,false_positive_count_at_iou_threshold,missed_target_count_at_iou_threshold,mean_matched_iou_at_threshold,median_matched_iou_at_threshold
000005,000014,heuristic_dataset_masks,29,31,2,1,1,0.9489156334016524,0.9489156334016524,0.9129468202590942,17,0.8181818181818182,1,1,1,1,1,0.3333333333333333,1,0.2,1,1.0,0.9525980296778923,0.9384637081414593,0.0,4,2,0.7291613732800613,0.7174509390166702
000005,000014,known_mask_ranker,29,31,2,1,1,0.9310190081596375,0.9310190081596375,0.9129468202590942,17,0.8181818181818182,1,1,1,1,2,0.6666666666666666,2,0.4,1,1.0,0.9643567200474326,0.9538406329124558,0.0,4,2,0.7291613732800613,0.7174509390166702
000005,000015,heuristic_dataset_masks,29,28,-1,4,4,0.9518692496019638,0.9518692496019638,0.9030746221542358,17,0.7141237814554523,1,1,1,1,2,0.6666666666666666,4,0.8,1,1.0,0.9989060744335916,0.995267868037082,0.0,0,1,0.718523122807935,0.7168400150027674
000005,000015,known_mask_ranker,29,28,-1,4,4,0.9333328604698181,0.9333328604698181,0.9030746221542358,17,0.7141237814554523,1,1,1,1,3,1.0,4,0.8,1,1.0,1.0,0.9939595099850291,0.0,0,1,0.718523122807935,0.7168400150027674
000005,000016,heuristic_dataset_masks,29,31,2,12,7,0.9593757673809421,0.9531332467332303,0.9230517745018005,17,0.7172067901234568,0,0,1,1,1,0.3333333333333333,3,0.6,8,0.125,0.9843666566894913,0.9697894764124866,0.006242520647711802,2,1,0.7235028443735033,0.7360968602503591
000005,000016,known_mask_ranker,29,31,2,7,7,0.9420474767684937,0.9420474767684937,0.9230517745018005,17,0.7172067901234568,1,1,1,1,2,0.6666666666666666,4,0.8,1,1.0,0.998197394271009,0.9795325697382244,0.0,2,1,0.7235028443735033,0.7360968602503591
000005,000017,heuristic_dataset_masks,29,28,-1,1,4,0.9767883172255093,0.9317844125575658,0.9109939336776733,17,0.714466737064414,0,1,1,1,2,0.6666666666666666,3,0.6,2,0.5,0.946639583777674,0.9543648295690442,0.04500390466794346,1,2,0.7263422695665431,0.7279441117764471
000005,000017,known_mask_ranker,29,28,-1,1,4,0.9350993633270264,0.9276753067970276,0.9109939336776733,17,0.714466737064414,0,1,1,1,2,0.6666666666666666,3,0.6,2,0.5,0.9577994521609605,0.9676633756969806,0.007424056529998779,1,2,0.7263422695665431,0.7279441117764471
000005,000018,heuristic_dataset_masks,29,28,-1,3,3,0.9611888299350404,0.9611888299350404,0.9272297024726868,17,0.7207509881422924,1,1,1,1,2,0.6666666666666666,4,0.8,1,1.0,0.9957438233177739,0.9953698408072574,0.0,0,1,0.7390157552345531,0.7458730421188708
000005,000018,known_mask_ranker,29,28,-1,4,3,0.9387323260307312,0.9319645166397095,0.9272297024726868,17,0.7207509881422924,0,1,1,1,3,1.0,4,0.8,2,0.5,0.9987456785733957,0.9943724513529213,0.0067678093910217285,0,1,0.7390157552345531,0.7458730421188708
000005,000019,heuristic_dataset_masks,29,29,0,0,8,0.9463360022673003,0.910646133005553,0.9014320969581604,17,0.7118421052631579,0,1,0,0,1,0.3333333333333333,3,0.6,2,0.5,0.9829990069883686,0.9849937237039251,0.03568986926174733,1,1,0.7233200187415484,0.735646909033658
000005,000019,known_mask_ranker,29,29,0,0,8,0.9239151477813721,0.8907533288002014,0.9014320969581604,17,0.7118421052631579,0,1,0,0,1,0.3333333333333333,2,0.4,2,0.5,0.9860261646730838,0.9893385849480807,0.033161818981170654,1,1,0.7233200187415484,0.735646909033658
